ReservationID,PaymentTypeID,PaymentDate,PaymentAmount
100000910,4,9/7/2023,1456
100000911,5,3/14/2023,341
100000912,3,3/31/2023,369
100000913,4,5/18/2023,1944
100000914,1,5/4/2023,878
100000915,2,5/7/2023,686
100000916,3,8/24/2023,529
100000917,2,6/13/2023,1440
100000918,5,10/3/2023,1748
100000919,2,9/23/2023,427
100000920,5,6/21/2023,512
100000921,1,10/28/2023,258
100000922,1,7/2/2023,2140
100000923,3,6/8/2023,1448
100000924,5,12/25/2023,1396
100000925,1,5/21/2023,254
100000926,4,11/26/2023,1587
100000927,5,8/29/2023,359
100000928,3,8/29/2023,1275
100000929,3,1/16/2023,124
100000930,3,3/31/2023,461
100000931,1,1/1/2024,788
100000932,2,3/8/2023,1912
100000933,5,7/24/2023,2012
100000934,4,3/26/2023,1034
100000935,4,9/6/2023,131
100000936,4,9/4/2023,285
100000937,4,5/27/2023,572
100000938,4,2/28/2023,421
100000939,5,6/12/2023,912
100000940,4,12/22/2023,818
100000941,4,7/24/2023,976
100000942,5,7/24/2023,832
100000943,4,2/11/2023,1364
100000944,3,9/21/2023,634
100000945,1,3/28/2023,402
100000946,4,3/13/2023,1884
100000947,3,7/8/2023,972
100000948,3,12/8/2023,249
100000949,5,7/2/2023,117
100000950,5,6/3/2023,1252
100000951,1,4/26/2023,540
100000952,3,8/5/2023,362
100000953,1,8/22/2023,870
100000954,3,3/18/2023,1300
100000955,4,4/3/2023,375
100000956,2,3/14/2023,1014
100000957,5,5/2/2023,499
100000958,4,3/15/2023,417
100000959,3,7/20/2023,1604
100000960,4,8/29/2023,723
100000961,3,8/9/2023,634
100000962,3,10/3/2023,1356
100000963,3,8/20/2023,2148
100000964,1,2/22/2023,735
100000965,1,3/3/2023,469
100000966,1,5/13/2023,1944
100000967,2,3/6/2023,1332
100000968,3,4/26/2023,276
100000969,1,11/22/2023,224
100000970,1,7/28/2023,576
100000971,1,8/2/2023,215
100000972,5,8/13/2023,240
100000973,4,9/25/2023,558
100000974,4,7/23/2023,672
100000975,2,10/21/2023,532
100000976,1,4/18/2023,700
100000977,3,2/3/2023,1050
100000978,3,8/27/2023,1716
100000979,2,8/24/2023,1876
100000980,5,9/16/2023,1635
100000981,2,2/16/2023,1400
100000982,3,9/1/2023,468
100000983,3,10/24/2023,574
100000984,5,6/27/2023,474
100000985,4,7/5/2023,1572
100000986,2,10/23/2023,876
100000987,2,7/17/2023,1269
100000988,4,10/7/2023,807
100000989,1,11/4/2023,1539
100000990,4,7/27/2023,1407
100000991,3,7/26/2023,1208
100000992,3,4/27/2023,547
100000993,5,3/20/2023,566
100000994,2,1/26/2023,125
100000995,2,10/9/2023,375
100000996,2,4/11/2023,1548
100000997,4,8/17/2023,448
100000998,4,7/7/2023,1904
100000999,5,8/24/2023,668
100001000,1,6/29/2023,1472
100001001,1,3/12/2023,706
100001002,5,7/3/2023,1784
100001003,4,11/14/2023,660
100001004,3,8/30/2023,976
100001005,2,9/4/2023,824
100001006,1,7/26/2023,2020
100001007,5,1/6/2023,738
100001008,5,5/20/2023,464
100001009,3,8/21/2023,166
100001010,5,11/24/2023,1828
100001011,4,5/12/2023,1020
100001012,2,4/5/2023,1132
100001013,3,2/11/2023,1728
100001014,4,2/6/2023,960
100001015,5,2/25/2023,426
100001016,1,1/24/2023,372
100001017,1,7/3/2023,506
100001018,1,5/15/2023,496
100001019,1,7/4/2023,404
100001020,2,9/9/2023,644
100001021,4,10/5/2023,2144
100001022,3,9/30/2023,2108
100001023,5,5/14/2023,1376
100001024,1,11/21/2023,1836
100001025,2,11/6/2023,790
100001026,3,1/8/2023,423
100001027,1,3/9/2023,520
100001028,2,5/23/2023,300
100001029,5,6/15/2023,660
100001030,4,1/23/2023,507
100001031,2,7/5/2023,343
100001032,5,12/8/2023,262
100001033,2,3/9/2023,1960
100001034,1,7/21/2023,390
100001035,2,7/14/2023,768
100001036,1,7/30/2023,538
100001037,2,11/21/2023,383
100001038,2,10/9/2023,472
100001039,2,12/11/2023,331
100001040,3,6/14/2023,2104
100001041,5,2/1/2023,486
100001042,1,4/10/2023,1820
100001043,3,1/8/2023,534
100001044,4,8/25/2023,1456
100001045,5,8/14/2023,512
100001046,4,6/25/2023,215
100001047,1,12/27/2023,534
100001048,4,12/29/2023,489
100001049,2,8/30/2023,888
100001050,1,11/5/2023,668
100001051,3,12/18/2023,1287
100001052,3,4/4/2023,1533
100001053,4,9/25/2023,538
100001054,2,11/1/2023,588
100001055,3,1/13/2023,894
100001056,4,9/22/2023,288
100001057,5,12/20/2023,1062
100001058,4,11/12/2023,414
100001059,5,2/9/2023,328
100001060,3,11/10/2023,904
100001061,3,2/6/2023,241
100001062,1,1/13/2023,1299
100001063,3,4/16/2023,1116
100001064,4,10/31/2023,762
100001065,2,4/7/2023,274
100001066,3,1/13/2023,194
100001067,2,11/5/2023,528
100001068,5,7/31/2023,1407
100001069,1,5/9/2023,1628
100001070,4,8/8/2023,1436
100001071,1,6/6/2023,471
100001072,5,11/7/2023,744
100001073,1,6/27/2023,1488
100001074,1,11/27/2023,243
100001075,5,12/2/2023,988
100001076,3,11/8/2023,330
100001077,5,9/24/2023,826
100001078,4,2/2/2023,410
100001079,4,7/10/2023,171
100001080,3,3/1/2023,1284
100001081,2,8/15/2023,958
100001082,2,9/27/2023,1960
100001083,2,5/29/2023,333
100001084,2,9/6/2023,400
100001085,5,5/8/2023,1948
100001086,4,8/26/2023,407
100001087,1,11/1/2023,442
100001088,2,1/6/2023,608
100001089,2,9/13/2023,375
100001090,3,1/20/2023,1668
100001091,1,9/6/2023,374
100001092,2,9/29/2023,375
100001093,3,3/19/2023,1852
100001094,1,10/9/2023,374
100001095,1,12/9/2023,1221
100001096,5,11/14/2023,540
100001097,3,4/1/2023,2040
100001098,4,1/8/2023,218
100001099,3,6/15/2023,369
100001100,3,11/1/2023,104
100001101,3,3/24/2023,940
100001102,1,6/13/2023,1374
100001103,1,11/12/2023,795
100001104,3,3/18/2023,111
100001105,3,4/17/2023,792
100001106,1,4/11/2023,503
100001107,5,4/12/2023,924
100001108,3,3/18/2023,918
100001109,1,10/1/2023,424
100001110,5,6/17/2023,576
100001111,5,7/29/2023,1080
100001112,3,12/5/2023,531
100001113,3,12/25/2023,1494
100001114,4,11/17/2023,529
100001115,2,5/25/2023,604
100001116,3,12/16/2023,988
100001117,2,6/22/2023,488
100001118,4,4/30/2023,108
100001119,5,4/6/2023,980
100001120,2,7/2/2023,770
100001121,2,6/4/2023,564
100001122,1,7/27/2023,436
100001123,5,3/25/2023,279
100001124,3,10/16/2023,347
100001125,4,8/16/2023,539
100001126,2,2/14/2023,876
100001127,1,12/19/2023,897
100001128,4,3/31/2023,153
100001129,2,12/4/2023,427
100001130,4,5/17/2023,314
100001131,3,12/28/2023,1168
100001132,4,4/5/2023,480
100001133,3,11/16/2023,494
100001134,2,9/30/2023,846
100001135,1,8/7/2023,516
100001136,1,5/4/2023,393
100001137,1,2/21/2023,627
100001138,5,1/12/2023,1276
100001139,5,3/29/2023,366
100001140,2,10/9/2023,426
100001141,1,3/6/2023,1392
100001142,3,11/13/2023,812
100001143,3,6/18/2023,114
100001144,1,6/16/2023,1396
100001145,3,4/18/2023,1185
100001146,5,3/8/2023,306
100001147,1,1/4/2024,138
100001148,4,2/24/2023,753
100001149,2,6/8/2023,489
100001150,2,10/21/2023,420
100001151,5,9/19/2023,403
100001152,2,5/14/2023,608
100001153,4,1/7/2023,1044
100001154,3,7/6/2023,504
100001155,3,12/1/2023,470
100001156,1,3/5/2023,436
100001157,1,3/5/2023,639
100001158,5,12/19/2023,399
100001159,3,7/15/2023,1920
100001160,1,12/3/2023,2200
100001161,5,1/7/2023,1608
100001162,5,3/15/2023,976
100001163,4,4/21/2023,390
100001164,3,5/18/2023,499
100001165,5,5/19/2023,876
100001166,3,2/25/2023,903
100001167,1,2/9/2023,633
100001168,3,3/6/2023,940
100001169,1,9/13/2023,1188
100001170,3,11/11/2023,502
100001171,5,5/13/2023,1304
100001172,1,12/8/2023,664
100001173,3,1/31/2023,333
100001174,5,7/5/2023,499
100001175,5,4/3/2023,1196
100001176,4,11/19/2023,704
100001177,5,5/21/2023,378
100001178,2,1/3/2023,828
100001179,3,11/12/2023,840
100001180,4,12/3/2023,280
100001181,5,1/26/2023,461
100001182,5,10/22/2023,382
100001183,3,5/20/2023,656
100001184,1,11/30/2023,308
100001185,2,8/13/2023,1568
100001186,3,4/10/2023,508
100001187,4,1/27/2023,882
100001188,1,1/23/2023,1508
100001189,5,12/25/2023,1149
100001190,5,11/23/2023,834
100001191,5,3/26/2023,1416
100001192,1,3/24/2023,868
100001193,1,10/11/2023,431
100001194,3,10/26/2023,1828
100001195,2,5/31/2023,318
100001196,5,1/25/2023,296
100001197,5,2/23/2023,728
100001198,3,3/28/2023,666
100001199,5,1/7/2023,149
100001200,3,7/18/2023,612
100001201,1,8/26/2023,1566
100001202,3,10/3/2023,306
100001203,3,4/28/2023,175
100001204,5,4/13/2023,118
100001205,3,3/31/2023,963
100001206,4,4/8/2023,860
100001207,2,1/19/2023,938
100001208,1,8/31/2023,856
100001209,4,1/13/2023,276
100001210,1,3/17/2023,436
100001211,2,6/14/2023,115
100001212,5,3/30/2023,669
100001213,1,8/12/2023,1608
100001214,1,4/30/2023,2196
100001215,4,4/18/2023,1083
100001216,3,6/26/2023,712
100001217,4,1/17/2023,828
100001218,5,8/30/2023,152
100001219,3,1/23/2023,921
100001220,2,4/21/2023,178
100001221,3,3/23/2023,402
100001222,1,1/17/2023,1132
100001223,1,1/7/2023,1272
100001224,2,5/29/2023,170
100001225,5,1/2/2024,579
100001226,3,8/30/2023,412
100001227,3,5/30/2023,1107
100001228,1,7/18/2023,464
100001229,1,6/15/2023,331
100001230,5,8/3/2023,616
100001231,1,2/6/2023,352
100001232,2,5/11/2023,540
100001233,5,12/15/2023,330
100001234,1,12/31/2023,1194
100001235,1,11/28/2023,524
100001236,5,7/4/2023,510
100001237,3,11/23/2023,1864
100001238,2,12/25/2023,732
100001239,1,9/10/2023,182
100001240,2,7/9/2023,362
100001241,4,3/24/2023,358
100001242,4,10/1/2023,1452
100001243,5,8/6/2023,268
100001244,3,5/13/2023,160
100001245,5,5/28/2023,633
100001246,5,7/16/2023,612
100001247,2,1/6/2023,194
100001248,5,10/15/2023,568
100001249,4,6/30/2023,2096
100001250,4,1/8/2023,236
100001251,3,1/12/2023,808
100001252,4,5/4/2023,429
100001253,5,9/25/2023,1302
100001254,5,11/25/2023,411
100001255,3,12/1/2023,348
100001256,2,3/11/2023,590
100001257,2,1/15/2023,386
100001258,3,4/24/2023,530
100001259,4,12/22/2023,1332
100001260,1,2/25/2023,344
100001261,2,4/3/2023,538
100001262,1,6/5/2023,1428
100001263,5,4/8/2023,450
100001264,2,11/30/2023,175
100001265,4,10/26/2023,1016
100001266,3,4/12/2023,920
100001267,4,4/23/2023,1992
100001268,2,1/21/2023,435
100001269,4,12/4/2023,245
100001270,2,12/31/2023,2008
100001271,5,1/29/2023,654
100001272,3,8/1/2023,928
100001273,4,5/8/2023,718
100001274,4,3/13/2023,1110
100001275,1,6/17/2023,1239
100001276,1,7/19/2023,361
100001277,5,4/5/2023,206
100001278,1,6/27/2023,594
100001279,3,12/24/2023,544
100001280,1,2/23/2023,290
100001281,1,9/20/2023,672
100001282,3,9/9/2023,2164
100001283,1,10/1/2023,179
100001284,2,10/6/2023,1026
100001285,5,6/27/2023,453
100001286,5,12/28/2023,1704
100001287,2,4/10/2023,892
100001288,1,10/3/2023,1317
100001289,2,8/16/2023,518
100001290,1,8/14/2023,1146
100001291,2,7/16/2023,862
100001292,5,3/12/2023,2092
100001293,1,3/5/2023,1040
100001294,2,7/1/2023,426
100001295,4,7/24/2023,107
100001296,4,12/4/2023,369
100001297,2,6/21/2023,446
100001298,2,1/12/2023,838
100001299,3,5/24/2023,473
100001300,5,5/9/2023,1208
100001301,5,3/10/2023,640
100001302,1,9/8/2023,522
100001303,1,4/14/2023,334
100001304,5,6/15/2023,1904
100001305,4,10/14/2023,564
100001306,2,1/28/2023,664
100001307,3,3/5/2023,231
100001308,2,7/13/2023,1084
100001309,4,6/7/2023,976
100001310,2,8/25/2023,597
100001311,2,2/19/2023,816
100001312,1,4/18/2023,648
100001313,2,5/24/2023,1152
100001314,5,8/9/2023,324
100001315,1,4/3/2023,496
100001316,4,5/8/2023,782
100001317,1,8/12/2023,974
100001318,4,7/19/2023,119
100001319,1,5/4/2023,120
100001320,5,10/1/2023,1395
100001321,2,3/27/2023,396
100001322,2,3/10/2023,2140
100001323,1,11/1/2023,520
100001324,3,5/28/2023,1280
100001325,3,11/3/2023,456
100001326,2,9/23/2023,904
100001327,2,2/11/2023,1840
100001328,4,6/2/2023,1374
100001329,2,9/13/2023,423
100001330,5,2/1/2023,169
100001331,4,12/17/2023,1368
100001332,2,3/22/2023,288
100001333,4,2/25/2023,122
100001334,4,1/19/2023,1305
100001335,2,6/27/2023,982
100001336,1,5/6/2023,466
100001337,1,4/19/2023,482
100001338,2,10/13/2023,688
100001339,1,4/5/2023,894
100001340,2,3/12/2023,702
100001341,5,12/16/2023,444
100001342,4,9/24/2023,675
100001343,4,7/21/2023,227
100001344,4,8/31/2023,1263
100001345,2,8/11/2023,489
100001346,5,5/3/2023,340
100001347,2,4/12/2023,142
100001348,1,12/7/2023,540
100001349,4,10/8/2023,2148
100001350,4,12/15/2023,431
100001351,2,7/22/2023,363
100001352,2,10/5/2023,1629
100001353,3,6/6/2023,579
100001354,4,7/20/2023,140
100001355,2,7/25/2023,1584
100001356,4,3/17/2023,760
100001357,4,12/14/2023,1348
100001358,5,7/21/2023,662
100001359,1,12/27/2023,880
100001360,4,5/25/2023,542
100001361,5,1/6/2023,352
100001362,3,5/2/2023,458
100001363,2,8/26/2023,858
100001364,3,4/22/2023,1940
100001365,5,11/25/2023,1470
100001366,2,2/3/2023,459
100001367,5,5/14/2023,231
100001368,1,11/9/2023,534
100001369,2,6/3/2023,185
100001370,5,5/19/2023,327
100001371,2,12/20/2023,383
100001372,2,12/8/2023,2076
100001373,2,2/5/2023,1336
100001374,5,12/18/2023,1656
100001375,3,5/27/2023,248
100001376,5,6/20/2023,562
100001377,1,11/9/2023,212
100001378,5,5/28/2023,506
100001379,4,7/27/2023,510
100001380,5,8/14/2023,541
100001381,1,8/12/2023,872
100001382,4,12/1/2023,370
100001383,2,10/12/2023,1484
100001384,1,8/27/2023,882
100001385,5,2/17/2023,1350
100001386,1,11/1/2023,470
100001387,5,8/3/2023,550
100001388,1,6/30/2023,1179
100001389,2,12/11/2023,426
100001390,4,9/23/2023,328
100001391,3,5/1/2023,1684
100001392,4,9/13/2023,1712
100001393,4,3/28/2023,1401
100001394,5,8/27/2023,474
100001395,3,7/25/2023,870
100001396,1,3/13/2023,1347
100001397,4,7/10/2023,936
100001398,2,3/7/2023,1084
100001399,3,1/19/2023,1968
100001400,1,5/15/2023,464
100001401,4,12/17/2023,1172
100001402,2,9/10/2023,1086
100001403,5,4/5/2023,1152
100001404,1,12/24/2023,1080
100001405,4,6/10/2023,664
100001406,2,10/20/2023,1492
100001407,2,7/27/2023,330
100001408,2,8/24/2023,435
100001409,1,6/22/2023,188
100001410,1,5/7/2023,702
100001411,5,8/10/2023,1620
100001412,5,6/13/2023,425
100001413,5,1/26/2023,712
100001414,4,6/11/2023,954
100001415,3,9/20/2023,600
100001416,5,7/14/2023,346
100001417,1,3/7/2023,126
100001418,1,4/15/2023,152
100001419,2,12/19/2023,375
100001420,1,1/14/2023,360
100001421,3,12/26/2023,716
100001422,4,11/6/2023,816
100001423,3,9/10/2023,1972
100001424,2,9/5/2023,370
100001425,4,2/16/2023,1458
100001426,4,1/29/2023,261
100001427,3,1/12/2023,329
100001428,2,7/15/2023,509
100001429,5,2/12/2023,858
100001430,3,3/20/2023,764
100001431,1,2/5/2023,1912
100001432,2,3/18/2023,312
100001433,5,11/16/2023,1200
100001434,5,2/10/2023,872
100001435,2,8/7/2023,151
100001436,5,8/8/2023,1416
100001437,1,1/4/2023,849
100001438,1,8/12/2023,1720
100001439,4,3/22/2023,1269
100001440,2,1/29/2023,390
100001441,3,3/22/2023,640
100001442,3,10/1/2023,807
100001443,4,4/5/2023,1014
100001444,2,10/31/2023,693
100001445,5,3/21/2023,312
100001446,2,3/5/2023,543
100001447,4,6/23/2023,294
100001448,1,11/22/2023,1400
100001449,3,8/24/2023,990
100001450,5,7/21/2023,348
100001451,3,7/2/2023,364
100001452,5,12/14/2023,543
100001453,2,9/26/2023,1359
100001454,5,3/9/2023,438
100001455,2,2/6/2023,289
100001456,1,4/23/2023,208
100001457,5,7/14/2023,1008
100001458,1,10/17/2023,1026
100001459,5,12/5/2023,484
100001460,4,2/21/2023,426
100001461,5,4/13/2023,792
100001462,3,8/3/2023,298
100001463,1,8/21/2023,1353
100001464,4,8/21/2023,1280
100001465,5,4/6/2023,182
100001466,2,5/22/2023,1437
100001467,2,11/9/2023,854
100001468,2,11/30/2023,1347
100001469,4,4/27/2023,1215
100001470,4,6/17/2023,1212
100001471,4,8/30/2023,499
100001472,3,1/31/2023,618
100001473,3,1/15/2023,879
100001474,1,7/17/2023,608
100001475,4,10/6/2023,918
100001476,5,2/4/2023,135
100001477,1,1/7/2023,700
100001478,5,6/21/2023,1296
100001479,4,9/29/2023,1647
100001480,4,5/4/2023,1368
100001481,4,5/14/2023,708
100001482,3,3/22/2023,1098
100001483,5,5/29/2023,592
100001484,1,12/15/2023,968
100001485,2,2/14/2023,392
100001486,3,2/8/2023,1800
100001487,2,9/19/2023,320
100001488,4,3/13/2023,531
100001489,4,3/18/2023,2048
100001490,3,5/24/2023,530
100001491,2,1/30/2023,620
100001492,3,10/7/2023,424
100001493,2,12/20/2023,987
100001494,3,9/18/2023,760
100001495,4,9/15/2023,748
100001496,2,2/8/2023,273
100001497,4,6/11/2023,848
100001498,4,5/18/2023,2088
100001499,1,2/16/2023,422
100001500,2,1/4/2023,1095
100001501,2,10/20/2023,180
100001502,1,7/23/2023,294
100001503,2,1/2/2023,220
100001504,1,6/5/2023,540
100001505,2,6/23/2023,672
100001506,1,12/4/2023,620
100001507,3,9/5/2023,475
100001508,3,12/1/2023,936
100001509,2,8/28/2023,1173
100001510,3,6/25/2023,840
100001511,4,4/21/2023,1005
100001512,5,12/11/2023,360
100001513,5,10/9/2023,1398
100001514,1,11/6/2023,936
100001515,5,9/2/2023,1206
100001516,5,6/29/2023,670
100001517,5,5/27/2023,764
100001518,3,10/21/2023,1377
100001519,2,10/27/2023,413
100001520,2,6/27/2023,110
100001521,4,12/13/2023,1437
100001522,3,6/26/2023,760
100001523,3,11/1/2023,116
100001524,5,12/21/2023,1000
100001525,2,9/2/2023,208
100001526,5,5/26/2023,328
100001527,1,3/8/2023,214
100001528,2,3/12/2023,992
100001529,1,7/18/2023,1347
100001530,4,8/8/2023,777
100001531,2,8/28/2023,704
100001532,1,9/20/2023,1482
100001533,2,10/24/2023,516
100001534,5,5/31/2023,1080
100001535,5,2/2/2023,1647
100001536,5,12/20/2023,285
100001537,3,10/11/2023,1340
100001538,2,10/22/2023,1569
100001539,4,11/17/2023,480
100001540,5,4/17/2023,1263
100001541,4,1/27/2023,1704
100001542,4,12/17/2023,1024
100001543,3,9/2/2023,418
100001544,5,5/10/2023,1125
100001545,5,8/21/2023,488
100001546,2,11/27/2023,754
100001547,5,3/9/2023,396
100001548,4,1/15/2023,996
100001549,5,11/22/2023,110
100001550,3,2/21/2023,726
100001551,2,10/25/2023,395
100001552,4,1/31/2023,1076
100001553,3,11/13/2023,1074
100001554,4,12/13/2023,1492
100001555,4,11/24/2023,1046
100001556,4,12/7/2023,531
100001557,3,3/16/2023,436
100001558,5,5/21/2023,483
100001559,4,2/21/2023,945
100001560,2,11/5/2023,906
100001561,2,10/28/2023,1068
100001562,2,4/5/2023,484
100001563,4,6/24/2023,632
100001564,5,2/5/2023,524
100001565,5,4/6/2023,399
100001566,1,7/10/2023,1736
100001567,1,6/9/2023,1608
100001568,3,8/16/2023,693
100001569,3,11/27/2023,448
100001570,3,10/15/2023,1200
100001571,3,12/5/2023,435
100001572,1,8/28/2023,1197
100001573,4,6/11/2023,463
100001574,4,9/2/2023,1467
100001575,4,10/7/2023,478
100001576,2,6/24/2023,1196
100001577,5,6/9/2023,444
100001578,1,11/19/2023,1053
100001579,3,6/13/2023,1290
100001580,1,10/31/2023,792
100001581,5,3/26/2023,1396
100001582,5,10/13/2023,646
100001583,5,7/18/2023,495
100001584,3,11/23/2023,423
100001585,5,11/15/2023,1521
100001586,2,3/8/2023,231
100001587,3,8/27/2023,354
100001588,5,4/27/2023,248
100001589,5,12/2/2023,776
100001590,4,8/22/2023,1072
100001591,4,4/1/2023,984
100001592,3,1/6/2023,868
100001593,5,6/20/2023,1647
100001594,4,8/12/2023,846
100001595,2,2/21/2023,1748
100001596,3,4/4/2023,555
100001597,4,7/29/2023,708
100001598,5,9/24/2023,1066
100001599,4,9/28/2023,738
100001600,2,1/31/2023,656
100001601,5,3/27/2023,1732
100001602,5,3/9/2023,1376
100001603,1,1/13/2023,1641
100001604,2,4/1/2023,1324
100001605,3,2/24/2023,418
100001606,5,3/30/2023,138
100001607,5,7/21/2023,1432
100001608,1,12/20/2023,1744
100001609,2,10/18/2023,1492
100001610,5,8/27/2023,1072
100001611,2,10/31/2023,1203
100001612,2,12/25/2023,906
100001613,1,4/13/2023,1515
100001614,1,8/6/2023,1104
100001615,1,9/13/2023,543
100001616,4,12/12/2023,822
100001617,1,5/21/2023,1268
100001618,2,3/22/2023,207
100001619,1,9/17/2023,1092
100001620,5,1/14/2023,714
100001621,3,7/7/2023,957
100001622,4,8/20/2023,2076
100001623,5,9/6/2023,626
100001624,1,1/4/2024,640
100001625,4,12/22/2023,381
100001626,2,10/3/2023,1380
100001627,4,3/19/2023,990
100001628,3,5/3/2023,1012
100001629,4,12/12/2023,2108
100001630,4,6/23/2023,1638
100001631,5,9/27/2023,1068
100001632,2,9/6/2023,1260
100001633,5,8/15/2023,1916
100001634,5,11/8/2023,412
100001635,1,3/3/2023,608
100001636,2,4/29/2023,202
100001637,3,10/10/2023,904
100001638,2,8/7/2023,850
100001639,3,4/25/2023,390
100001640,1,9/20/2023,1380
100001641,3,1/14/2023,415
100001642,5,6/24/2023,444
100001643,1,5/8/2023,1194
100001644,4,8/22/2023,958
100001645,4,6/23/2023,445
100001646,1,5/21/2023,1916
100001647,1,6/17/2023,960
100001648,1,3/1/2023,644
100001649,5,1/14/2023,598
100001650,1,6/3/2023,189
100001651,4,5/29/2023,1964
100001652,1,4/5/2023,190
100001653,1,3/4/2023,165
100001654,5,11/13/2023,585
100001655,4,7/30/2023,948
100001656,1,11/24/2023,282
100001657,1,5/30/2023,1380
100001658,5,6/14/2023,1611
100001659,4,8/9/2023,1632
100001660,5,6/14/2023,714
100001661,5,6/26/2023,561
100001662,2,1/18/2023,1401
100001663,2,1/3/2024,402
100001664,5,4/24/2023,872
100001665,1,1/18/2023,1120
100001666,1,6/29/2023,496
100001667,4,8/18/2023,1676
100001668,4,4/29/2023,239
100001669,4,2/13/2023,1032
100001670,5,5/3/2023,1018
100001671,2,11/14/2023,389
100001672,5,7/22/2023,884
100001673,2,5/9/2023,752
100001674,4,10/21/2023,840
100001675,5,7/23/2023,688
100001676,2,6/23/2023,1496
100001677,2,5/27/2023,1161
100001678,1,3/29/2023,2016
100001679,5,6/22/2023,138
100001680,3,10/14/2023,400
100001681,4,9/28/2023,316
100001682,1,12/2/2023,494
100001683,3,1/15/2023,250
100001684,3,10/25/2023,140
100001685,4,11/8/2023,558
100001686,2,3/14/2023,957
100001687,1,5/20/2023,193
100001688,3,6/22/2023,1720
100001689,3,4/3/2023,888
100001690,5,4/8/2023,836
100001691,4,7/19/2023,275
100001692,4,4/16/2023,212
100001693,3,1/13/2023,2080
100001694,5,2/21/2023,762
100001695,5,2/20/2023,234
100001696,3,7/6/2023,1756
100001697,3,4/16/2023,434
100001698,2,10/15/2023,219
100001699,5,11/25/2023,270
100001700,5,5/13/2023,202
100001701,3,6/11/2023,307
100001702,1,8/9/2023,648
100001703,3,3/22/2023,888
100001704,2,9/11/2023,1131
100001705,4,1/14/2023,1515
100001706,2,1/12/2023,1224
100001707,1,3/8/2023,335
100001708,4,12/23/2023,1428
100001709,3,3/6/2023,133
100001710,1,2/11/2023,147
100001711,2,4/1/2023,412
